,experiment,policy,Gain,Final Value,Initial Value,num_stocks,pct_variance,initial_budget,trading_fee,average_error,status,runtime,leftover_cash
125,39_34407_34188_6,Directional,-0.015720056965152576,33866.119999999995,34407.0,39,0.0002502113088492509,34407,6,7.91552514707769,Infeasible,4788.461656808853,1012.1099999999994
126,39_60457_60349_6,Naive,0.01017036817228041,61071.86994859156,60457.0,39,0.00027462290349081295,60457,6,8.012854627273581,Complete,4.570791959762573,2.0899485915556397
127,39_60457_60349_6,DayTrading,0.06836809631291546,64590.32999878993,60457.0,39,0.00027462290349081295,60457,6,8.012854627273581,Complete,257.71282410621643,1.19999912176662
128,39_60457_60349_6,Directional,0.01927849545958279,61622.52,60457.0,39,0.00027462290349081295,60457,6,8.012854627273581,Infeasible,1109.6335618495941,1982.7699999999973
129,39_69276_68528_2,Naive,0.05461916799739001,73059.79748218719,69276.0,39,0.0003086354098910377,69276,2,9.484821910418917,Complete,4.6216490268707275,0.7799821871954009
130,39_69276_68528_2,DayTrading,0.0803386454470746,74841.54000199154,69276.0,39,0.0003086354098910377,69276,2,9.484821910418917,Complete,320.8223125934601,0.22243862440673112
131,39_69276_68528_2,Directional,0.0428481364397483,72244.3475,69276.0,39,0.0003086354098910377,69276,2,9.484821910418917,Infeasible,725.4965221881866,6392.939999999997
132,40_246639_245119_5,Naive,-0.009010659303678675,244416.62,246639.0,40,0.0002923590697555826,246639,5,8.835787838617584,Complete,4.676741361618042,0.5199999999827014
133,40_246639_245119_5,DayTrading,-0.06309646892827211,231076.9499999999,246639.0,40,0.0002923590697555826,246639,5,8.835787838617584,Infeasible,124.82409358024597,2.049999999930151
134,40_246639_245119_5,Directional,-0.0021851977992127986,246100.04499999995,246639.0,40,0.0002923590697555826,246639,5,8.835787838617584,Infeasible,29.753973484039307,17.43499999997744
135,40_328101_326946_8,Naive,0.007144720613490418,330445.1899780068,328101.0,40,0.00018646137075214883,328101,8,6.675800866567565,Complete,4.683970212936401,0.3599780067956999
136,40_328101_326946_8,DayTrading,-0.050335841711899185,311585.75999848417,328101.0,40,0.00018646137075214883,328101,8,6.675800866567565,Infeasible,139.5550343990326,3.5999708309800216
137,40_328101_326946_8,Directional,0.00919796038414996,331118.86,328101.0,40,0.00018646137075214883,328101,8,6.675800866567565,Infeasible,846.894773721695,23.67000000001508
138,40_71975_70645_7,Naive,0.020569641536942202,73455.49994962141,71975.0,40,0.0001867677078296091,71975,7,7.9870969197139265,Complete,4.672922611236572,1.209949621400483
139,40_71975_70645_7,DayTrading,0.2597825633837744,90672.84999954716,71975.0,40,0.0001867677078296091,71975,7,7.9870969197139265,Complete,641.3502395153046,0.11999976253452882
140,40_71975_70645_7,Directional,0.023639736019451213,73676.47,71975.0,40,0.0001867677078296091,71975,7,7.9870969197139265,Infeasible,1575.8570911884308,6786.839999999998
141,40_86216_84680_9,Naive,0.025428342224572475,88408.32995323374,86216.0,40,0.0002059140391200643,86216,9,9.124513856618497,Complete,4.761365175247192,0.6199532337550409
142,40_86216_84680_9,DayTrading,-0.3649719309659294,54749.57999984143,86216.0,40,0.0002059140391200643,86216,9,9.124513856618497,Infeasible,266.99204301834106,0.47999984054440503
143,40_86216_84680_9,Directional,0.012144497541059698,87263.05,86216.0,40,0.0002059140391200643,86216,9,9.124513856618497,Infeasible,1634.9959213733673,268.11500000000854
144,41_235794_233223_2,Naive,0.008010721199776192,237682.87999458003,235794.0,41,0.00021001905420282027,235794,2,7.061348902500308,Complete,4.734293460845947,10.86999458001219
145,41_235794_233223_2,DayTrading,0.011094557113412427,238410.02999999997,235794.0,41,0.00021001905420282027,235794,2,7.061348902500308,Complete,239.91915154457092,1.8299999999808279
146,41_235794_233223_2,Directional,0.013193507892482347,238904.94999999998,235794.0,41,0.00021001905420282027,235794,2,7.061348902500308,Infeasible,28.49950408935547,6.499999999996707
147,41_254960_253197_3,Naive,-0.0053984154653138085,253583.6199929636,254960.0,41,0.000429727739943644,254960,3,8.432866830364,Complete,4.778310537338257,0.6299929636074921
148,41_254960_253197_3,DayTrading,0.059414927831816726,270108.43,254960.0,41,0.000429727739943644,254960,3,8.432866830364,Complete,245.5608696937561,0.5200000000004366
149,41_254960_253197_3,Directional,0.0009155946030750013,255193.44,254960.0,41,0.000429727739943644,254960,3,8.432866830364,Infeasible,59.29992914199829,11.140000000004736
150,42_117443_117425_2,Naive,0.04503009963718197,122731.46999168956,117443.0,42,0.000289923340954989,117443,2,9.626151729182215,Complete,4.829747676849365,0.29999168956666367
