,experiment,horizon,forecast_model,policy,Gain,Final Value,Initial Value,num_stocks,initial_budget,trading_fee,status,total_runtime,forecast_time,solve_time,leftover_cash,penalty,total_trades,total_trading_costs
118,20201123_73_19_4_347951,73,GBM,Directional,-0.01656416839798393,347576.08,353430.3600000001,19,347951.38,4,Infeasible,841.2770040035248,2.800499200820923,826.3700265884399,8.710000000008222,,22,88
119,20201123_73_19_4_347951,73,GBM,SeededDirectional,-0.015342301097166793,348007.92500000005,353430.3600000001,19,347951.38,4,Infeasible,82.56757879257202,2.5225064754486084,67.79322361946106,71.8950000000259,,20,80
120,20201124_56_28_3_293434,56,GBM,Naive,-0.00014235822261628343,291476.61,291518.11000000004,28,293434.05,3,Complete,11.757279396057129,2.0158531665802,0.23797059059143066,0.07000000002153683,,25,75
121,20201124_56_28_3_293434,56,GBM,Directional,-0.00387351578260442,290388.91000000003,291518.11000000004,28,293434.05,3,Complete,62.1525514125824,1.8362045288085938,50.745691776275635,5079.580000000009,,41,123
122,20201124_56_28_3_293434,56,GBM,SeededDirectional,-0.01006464058099197,288584.08499999996,291518.11000000004,28,293434.05,3,Complete,365.40654969215393,2.112104654312134,353.77714920043945,14.004999999993743,,38,114
123,20201202_47_21_6_65702,47,GBM,Naive,0.03420812209640181,68113.04000000001,65860.09,21,65702.87,6,Complete,9.776098012924194,1.2665023803710938,0.19983720779418945,1.1500000000105501,,13,78
124,20201202_47_21_6_65702,47,GBM,Directional,0.052679095944144806,69329.54000000001,65860.09,21,65702.87,6,Complete,41.751888036727905,1.3801946640014648,32.165074586868286,7064.040000000003,,24,144
125,20201202_47_21_6_65702,47,GBM,SeededDirectional,0.018736536800966878,67094.07999999999,65860.09,21,65702.87,6,Complete,351.7666037082672,1.4422330856323242,342.125116109848,0.7399999999961437,,24,144
126,20210115_59_25_5_273574,59,GBM,Naive,0.0833217792889281,297105.99749999994,274254.615,25,273574.82,5,Complete,12.950396537780762,2.468873977661133,0.22321653366088867,8.667499999974325,,20,100
127,20210115_59_25_5_273574,59,GBM,Directional,0.06353754521140885,291680.08,274254.615,25,273574.82,5,Complete,61.38524413108826,2.2023696899414062,48.74714255332947,9317.31999999999,,34,170
128,20210115_59_25_5_273574,59,GBM,SeededDirectional,0.06244806491223466,291381.2849999999,274254.615,25,273574.82,5,Complete,735.8307383060455,2.249173641204834,723.0390875339508,9165.564999999973,,36,180
129,20210309_80_33_4_237214,80,GBM,Naive,0.10816244011730827,264719.64999999997,238881.62999999998,33,237214.18,4,Complete,19.09081745147705,4.635971307754517,0.22066593170166016,0.009999999945421223,,32,128
